,prototype,spacegroup_orig,spacegroup_relax,Egap,Egap_fit,compound
3216,"Er2O3_ICSD_39188
",206,206,3.9657,6.25876,Er16O24
3217,"Er2O3_ICSD_39187
",206,206,3.9615,6.2531,Er16O24
3218,"Er2O3_ICSD_27774
",206,206,3.9686,6.26267,Er16O24
3219,"Er2O3_ICSD_55832
",206,206,3.9639,6.25634,Er16O24
3220,"Er2O3_ICSD_53406
",206,206,3.9761,6.27278,Er16O24
3221,"Er2O3_ICSD_180843
",206,206,3.9735,6.26928,Er16O24
3222,"Er2O3_ICSD_39521
",206,206,3.9603,6.25148,Er16O24
3223,"Er2O3_ICSD_630890
",206,206,3.9709,6.26577,Er16O24
3224,"Er2O3_ICSD_39190
",206,206,3.9598,6.25081,Er16O24
3225,"Er2O3_ICSD_94888
",206,206,3.9699,6.26443,Er16O24
3226,"Er2O3_ICSD_630897
",206,206,3.9664,6.25971,Er16O24
3227,"Er2O3_ICSD_39185
",206,206,3.9665,6.25984,Er16O24
3228,"Er2O3_ICSD_39189
",206,206,3.9582,6.24865,Er16O24
3229,"Er2O3_ICSD_39186
",206,206,3.9644,6.25701,Er16O24
3230,"H2O1_ICSD_249224
",1,19,5.4569,8.2689,H24O12
3231,"H2O1_ICSD_249225
",1,19,5.5489,8.39292,H24O12
3232,"H2O1_ICSD_249226
",1,4,5.45,8.2596,H24O12
3233,"H2O1_ICSD_249227
",1,4,5.4494,8.25879,H24O12
3234,"H2O1_ICSD_27837
",185,185,5.5311,8.36892,H24O12
3235,"H2O1_ICSD_249224
",1,1,5.4622,8.27605,H24O12
3236,"H2O1_ICSD_64771
",92,92,5.53,8.36744,H24O12
3237,"B4C1_ICSD_654971
",166,166,1.5133,2.95293,B12C3
3238,"B4C1_ICSD_29093
",166,166,1.5225,2.96533,B12C3
3239,"B12C3_ICSD_612562
",166,166,1.5163,2.95697,B12C3
3240,"S1_ICSD_650792
",148,148,2.4907,4.27046,S6
3241,"S6_ICSD_27495
",148,148,2.5001,4.28313,S6
3242,"S6_ICSD_37090
",148,148,2.4963,4.27801,S6
3243,"S6_ICSD_40021
",148,148,2.5251,4.31683,S6
3244,"H2O1_ICSD_249224
",1,19,5.4569,8.2689,H24O12
3245,"H2O1_ICSD_249225
",1,19,5.5489,8.39292,H24O12
3246,"H2O1_ICSD_249226
",1,4,5.45,8.2596,H24O12
3247,"H2O1_ICSD_249227
",1,4,5.4494,8.25879,H24O12
3248,"H2O1_ICSD_27837
",185,185,5.5311,8.36892,H24O12
3249,"H2O1_ICSD_249224
",1,1,5.4622,8.27605,H24O12
3250,"H2O1_ICSD_64771
",92,92,5.53,8.36744,H24O12
3251,"As1H6N1O4_ICSD_200219
",122,122,4.132,6.48294,As2H12N2O8
3252,"As1H6N1O4_ICSD_66205
",122,122,4.1283,6.47795,As2H12N2O8
3253,"As1H6N1O4_ICSD_66204
",122,122,4.1446,6.49992,As2H12N2O8
3254,"As1H6N1O4_ICSD_28155
",122,122,4.1317,6.48253,As2H12N2O8
3255,"As1H6N1O4_ICSD_174061
",122,122,4.0167,6.32751,As2H12N2O8
3256,"As1H6N1O4_ICSD_66203
",122,122,4.1337,6.48523,As2H12N2O8
3257,"As1H6N1O4_ICSD_66206
",122,122,4.1302,6.48051,As2H12N2O8
3258,"H4N2O3_ICSD_37128
",56,56,3.2845,5.34051,H32N16O24
3259,"H4N2O3_ICSD_27453
",77,77,3.2236,5.25841,H32N16O24
3260,"H3N1_ICSD_84461
",198,198,4.3318,6.75227,H12N4
3261,"H3N1_ICSD_300149
",198,198,4.1792,6.54656,H12N4
3262,"H3N1_ICSD_638341
",198,198,4.2302,6.61531,H12N4
3263,"H3N1_ICSD_29321
",198,198,4.3281,6.74728,H12N4
3264,"Cs2O1_ICSD_27919
",166,166,0.6399,1.77559,Cs2O1
3265,"B1N1_ICSD_240996
",194,194,4.4948,6.97199,B2N2
3266,"B1N1_ICSD_41486
",186,186,5.2211,7.95104,B2N2
3267,"B1N1_ICSD_183256
",194,194,4.4985,6.97698,B2N2
3268,"B1N1_ICSD_168894
",194,194,4.5022,6.98197,B2N2
3269,"B1N1_ICSD_186249
",187,187,4.4977,6.9759,B2N2
3270,"B1N1_ICSD_167799
",194,194,4.5069,6.9883,B2N2
3271,"B1N1_ICSD_186246
",194,194,4.4564,6.92023,B2N2
3272,"B1N1_ICSD_614873
",186,186,5.2143,7.94188,B2N2
3273,"B1N1_ICSD_162873
",186,186,5.2102,7.93635,B2N2
3274,"B1N1_ICSD_162870
",194,194,4.4656,6.93263,B2N2
3275,"B1N1_ICSD_186248
",194,194,4.2351,6.62191,B2N2
3276,"B1N1_ICSD_77374
",186,194,4.0422,6.36189,B2N2
3277,"B1N1_ICSD_27987
",194,194,4.1634,6.52526,B2N2
3278,"B1N1_ICSD_35538
",194,194,4.4789,6.95056,B2N2
3279,"B1N1_ICSD_24644
",194,194,4.4656,6.93263,B2N2
3280,"B1N1_ICSD_168892
",194,194,4.4144,6.86361,B2N2
3281,"B0.667N0.667_ICSD_162872
",187,187,4.4439,6.90338,B2N2
3282,"B1N1_ICSD_240999
",194,194,4.49,6.96552,B2N2
3283,"B1N1_ICSD_186247
",194,194,4.2301,6.61517,B2N2
3284,"B1N1_ICSD_183257
",186,186,5.1912,7.91074,B2N2
3285,"B1N1_ICSD_614869
",186,186,5.2169,7.94538,B2N2
3286,"B1N1_ICSD_168893
",194,194,4.4979,6.97617,B2N2
3287,"Al1Cu1Se2_ICSD_600586
",122,122,1.2541,2.60353,Al2Cu2Se4
3288,"Al1Cu1Se2_ICSD_658919
",122,122,1.2534,2.60258,Al2Cu2Se4
3289,"Al1Cu1Se2_ICSD_607094
",122,122,1.2532,2.60231,Al2Cu2Se4
3290,"Al1Cu1Se2_ICSD_603784
",122,122,1.2536,2.60285,Al2Cu2Se4
3291,"Al1Cu1Se2_ICSD_28734
",122,122,1.2379,2.58169,Al2Cu2Se4
3292,"Al1Cu1Se2_ICSD_607096
",122,122,1.2401,2.58465,Al2Cu2Se4
3293,"Al1Cu1Se2_ICSD_603516
",122,122,1.2536,2.60285,Al2Cu2Se4
3294,"Al1Cu1Se2_ICSD_165740
",122,122,1.2714,2.62685,Al2Cu2Se4
3295,"Al1Cu1Se2_ICSD_607098
",122,122,1.2541,2.60353,Al2Cu2Se4
3296,"Al1Cu1Se2_ICSD_290461
",122,122,1.2315,2.57306,Al2Cu2Se4
3297,"Al1Cu1Se2_ICSD_603539
",122,122,1.2338,2.57616,Al2Cu2Se4
3298,"Al1Cu1Te2_ICSD_165742
",122,122,1.2588,2.60986,Al2Cu2Te4
3299,"Al1Cu1Te2_ICSD_28735
",122,122,1.2869,2.64774,Al2Cu2Te4
3300,"Al1Cu1Te2_ICSD_607139
",122,122,1.2596,2.61094,Al2Cu2Te4
3301,"Rb2S1_ICSD_29208
",225,225,1.9724,3.5718,Rb2S1
3302,"Al1B1O3_ICSD_30538
",167,167,5.8299,8.77171,Al2B2O6
3303,"Ho2O3_ICSD_41268
",206,206,3.9506,6.23841,Ho16O24
3304,"Ho2O3_ICSD_82422
",206,206,3.9425,6.22749,Ho16O24
3305,"Ho2O3_ICSD_185248
",206,206,3.9532,6.24191,Ho16O24
3306,"Ho2O3_ICSD_639519
",206,206,3.944,6.22951,Ho16O24
3307,"Ho2O3_ICSD_27773
",206,206,3.9518,6.24003,Ho16O24
3308,"Ho2O3_ICSD_82423
",206,206,3.9397,6.22372,Ho16O24
3309,"Ho2O3_ICSD_27993
",199,206,3.9492,6.23652,Ho16O24
3310,"Ho2O3_ICSD_184539
",206,206,3.9424,6.22736,Ho16O24
3311,"Ho2O3_ICSD_80038
",206,206,3.9447,6.23046,Ho16O24
3312,"Ho2O3_ICSD_44516
",206,206,3.9468,6.23329,Ho16O24
3313,"Ho2O3_ICSD_639525
",206,206,3.9469,6.23342,Ho16O24
3314,"Ho2O3_ICSD_33655
",199,206,3.9489,6.23612,Ho16O24
3315,"Ho2O3_ICSD_152458
",206,206,3.9502,6.23787,Ho16O24
3316,"Ho2O3_ICSD_96209
",206,206,3.9488,6.23598,Ho16O24
3317,"Ho2O3_ICSD_639523
",206,206,3.945,6.23086,Ho16O24
3318,"Na2S1_ICSD_92772
",194,194,1.7298,3.24477,Na4S2
3319,"Co1F3_ICSD_29133
",150,5,0.0,0.0,Co3F9
3320,"Ac2O3_ICSD_31750
",164,164,3.5216,5.66012,Ac2O3
3321,"Cs2Pd3Se4_ICSD_33892
",69,69,1.2122,2.54705,Cs2Pd3Se4
3322,"Cs2Pd3Se4_ICSD_41884
",12,69,1.21,2.54408,Cs2Pd3Se4
3323,"Cs10Ga6Se14_ICSD_30811
",12,12,2.126,3.77885,Cs10Ga6Se14
3324,"Ba4Ge1P4_ICSD_32560
",218,218,1.0113,2.27623,Ba32Ge8P32
3325,"Lu2O3_ICSD_40471
",206,206,4.0102,6.31875,Lu16O24
3326,"Lu2O3_ICSD_33659
",199,206,4.0078,6.31551,Lu16O24
3327,"Ba3Ho4O9_ICSD_33807
",146,146,3.2551,5.30087,Ba3Ho4O9
3328,"Ba2Re6S11_ICSD_201072
",167,167,1.3108,2.67996,Ba4Re12S22
3329,"Ba2Re6S11_ICSD_30737
",167,167,1.3102,2.67915,Ba4Re12S22
3330,"Ca6Ga1N5_ICSD_33795
",193,193,0.7756,1.95851,Ca12Ga2N10
3331,"Ba2Hg1S3_ICSD_32647
",62,62,1.3515,2.73482,Ba8Hg4S12
3332,"Mn3O4_ICSD_643199
",141,141,1.44,2.85412,Mn6O8
3333,"Mn3O4_ICSD_31094
",141,141,1.4594,2.88027,Mn6O8
3334,"Mn3O4_ICSD_76088
",141,141,1.4432,2.85843,Mn6O8
3335,"Mn3O4_ICSD_77478
",141,141,1.427,2.8366,Mn6O8
3336,"Mn3O4_ICSD_109250
",141,141,1.4229,2.83107,Mn6O8
3337,"Mn3O4_ICSD_643198
",141,141,1.4403,2.85452,Mn6O8
3338,"Mn3O4_ICSD_167411
",141,141,1.4321,2.84347,Mn6O8
3339,"Mn3O4_ICSD_68174
",141,141,1.4453,2.86126,Mn6O8
3340,"In1Se1_ICSD_41477
",160,160,0.3603,1.39868,In2Se2
3341,"In1Se1_ICSD_2308
",160,160,0.3373,1.36768,In2Se2
3342,"In1Se1_ICSD_640505
",160,160,0.3509,1.38601,In2Se2
3343,"In1Se1_ICSD_640507
",160,160,0.3384,1.36916,In2Se2
3344,"In1Se1_ICSD_1884
",160,160,0.3095,1.33021,In2Se2
3345,"In1Se1_ICSD_640483
",160,160,0.3677,1.40866,In2Se2
3346,"In1Se1_ICSD_23002
",160,160,0.3269,1.35366,In2Se2
3347,"In1Se1_ICSD_640479
",160,160,0.3867,1.43427,In2Se2
3348,"In1Se1_ICSD_71083
",12,12,0.9904,2.24806,In2Se2
3349,"Bi2S3_ICSD_153946
",62,62,1.3728,2.76353,Bi8S12
3350,"Bi2S3_ICSD_153951
",62,62,1.3743,2.76556,Bi8S12
3351,"Bi2S3_ICSD_604448
",62,62,1.3729,2.76367,Bi8S12
3352,"Bi2S3_ICSD_617028
",62,62,1.3744,2.76569,Bi8S12
3353,"Bi2S3_ICSD_171864
",62,62,1.3692,2.75868,Bi8S12
3354,"Bi2S3_ICSD_153948
",62,62,1.3769,2.76906,Bi8S12
3355,"Bi2S3_ICSD_153947
",62,62,1.3642,2.75194,Bi8S12
3356,"Bi2S3_ICSD_617021
",62,62,1.3635,2.751,Bi8S12
3357,"Bi2S3_ICSD_153949
",62,62,1.368,2.75706,Bi8S12
3358,"Bi2S3_ICSD_171570
",62,62,1.375,2.7665,Bi8S12
3359,"Bi2S3_ICSD_153953
",62,62,1.3696,2.75922,Bi8S12
3360,"Bi2S3_ICSD_171865
",62,62,1.3712,2.76138,Bi8S12
3361,"Bi2S3_ICSD_153952
",62,62,1.3732,2.76407,Bi8S12
3362,"Bi2S3_ICSD_171863
",62,62,1.3735,2.76448,Bi8S12
3363,"Bi2S3_ICSD_153950
",62,62,1.3718,2.76219,Bi8S12
3364,"C1Cl2F2_ICSD_33947
",43,43,4.7287,7.28729,C2Cl4F4
3365,"C1Cl2F2_ICSD_33948
",43,43,5.5222,8.35693,C2Cl4F4
3366,"C1Cl2F2_ICSD_33946
",43,43,4.4626,6.92858,C2Cl4F4
3367,"Be1Cl2_ICSD_31696
",72,72,6.2814,9.38033,Be2Cl4
3368,"Be1Cl2_ICSD_92583
",72,72,6.2883,9.38963,Be2Cl4
3369,"Br1F3_ICSD_31689
",36,36,2.1653,3.83182,Br2F6
3370,"Br1F3_ICSD_39441
",36,36,2.1704,3.8387,Br2F6
3371,"Ca4Cl6O1_ICSD_33883
",186,186,5.2274,7.95954,Ca8Cl12O2
3372,"Ca4Cl6O1_ICSD_418946
",186,186,5.2228,7.95333,Ca8Cl12O2
3373,"C12N6_ICSD_30815
",205,205,3.115,5.11202,C48N24
3374,"C12N6_ICSD_30816
",205,205,3.1098,5.10501,C48N24
3375,"C12N6_ICSD_30814
",205,205,3.1072,5.10151,C48N24
3376,"C1I4_ICSD_30789
",121,121,1.0643,2.34768,C1I4
3377,"Ag2Mo2O7_ICSD_31027
",2,2,2.5879,4.40149,Ag4Mo4O14
3378,"Ac1Cl3_ICSD_31569
",176,176,5.0778,7.75787,Ac2Cl6
3379,"Ac1Br3_ICSD_31578
",176,176,4.1084,6.45112,Ac2Br6
3380,"Br1F5_ICSD_31690
",36,36,3.4687,5.58881,Br2F10
3381,"B4H10_ICSD_36284
",14,14,6.6394,9.86291,B16H40
3382,"Ba1Hg1S2_ICSD_32648
",26,26,1.1507,2.46414,Ba4Hg4S8
3383,"Ca4Fe9O17_ICSD_32698
",5,5,0.0,0.0,Ca4Fe9O17
3384,"Hg2I1O1_ICSD_33275
",15,15,0.9146,2.14588,Hg8I4O4
3385,"As1Br3F6_ICSD_33811
",2,2,1.6074,3.07978,As2Br6F12
3386,"Ba4Sb4Se11_ICSD_31500
",58,58,1.0963,2.39081,Ba16Sb16Se44
3387,"Pt1S1_ICSD_31131
",131,131,0.8971,2.12229,Pt2S2
3388,"Pt1S1_ICSD_654379
",131,131,0.8969,2.12202,Pt2S2
3389,"Pt1S1_ICSD_649537
",131,131,0.8969,2.12202,Pt2S2
3390,"Pt1S1_ICSD_649541
",131,131,0.8985,2.12418,Pt2S2
3391,"Al1Cu1O2_ICSD_60845
",194,194,2.0144,3.62841,Al2Cu2O4
3392,"Al1Cu1O2_ICSD_95661
",194,194,2.0286,3.64755,Al2Cu2O4
3393,"Al1Cu1O2_ICSD_31368
",194,194,2.015,3.62922,Al2Cu2O4
3394,"Rb2Te5_ICSD_30734
",12,12,0.2536,1.25485,Rb2Te5
3395,"Cd1Te1_ICSD_620524
",225,225,0.0,0.0,Cd1Te1
3396,"Cd1Te1_ICSD_604599
",216,216,0.7091,1.86887,Cd1Te1
3397,"Cd1Te1_ICSD_620511
",216,216,0.7091,1.86887,Cd1Te1
3398,"Cd1Te1_ICSD_93942
",216,216,0.7091,1.86887,Cd1Te1
3399,"Cd1Te1_ICSD_290011
",216,216,0.7094,1.86927,Cd1Te1
3400,"Cd1Te1_ICSD_620544
",225,225,0.0,0.0,Cd1Te1
3401,"Cd1Te1_ICSD_620526
",225,225,0.0,0.0,Cd1Te1
3402,"Cd1Te1_ICSD_658983
",216,216,0.7058,1.86442,Cd1Te1
3403,"Cd1Te1_ICSD_620533
",216,216,0.7092,1.869,Cd1Te1
3404,"Cd1Te1_ICSD_659206
",216,216,0.7091,1.86887,Cd1Te1
3405,"Cd1Te1_ICSD_620512
",216,216,0.7091,1.86887,Cd1Te1
3406,"Cd1Te1_ICSD_43712
",216,216,0.7091,1.86887,Cd1Te1
3407,"Cd1Te1_ICSD_180935
",216,216,0.7048,1.86307,Cd1Te1
3408,"Cd1Te1_ICSD_183365
",216,216,0.7056,1.86415,Cd1Te1
3409,"Cd1Te1_ICSD_620529
",216,216,0.7091,1.86887,Cd1Te1
3410,"Cd1Te1_ICSD_620538
",216,216,0.7091,1.86887,Cd1Te1
3411,"Cd1Te1_ICSD_620537
",216,216,0.7091,1.86887,Cd1Te1
3412,"Cd1Te1_ICSD_603115
",216,216,0.7091,1.86887,Cd1Te1
3413,"Cd1Te1_ICSD_161692
",216,216,0.7091,1.86887,Cd1Te1
3414,"Cd1Te1_ICSD_620517
",216,216,0.7091,1.86887,Cd1Te1
3415,"Cd1Te1_ICSD_620514
",216,216,0.7092,1.869,Cd1Te1
3416,"Cd1Te1_ICSD_658984
",225,225,0.0,0.0,Cd1Te1
3417,"Cd1Te1_ICSD_93943
",216,216,0.7091,1.86887,Cd1Te1
3418,"Cd1Te1_ICSD_620513
",216,216,0.7091,1.86887,Cd1Te1
3419,"Cd1Te1_ICSD_161693
",216,216,0.7091,1.86887,Cd1Te1
3420,"Cd1Te1_ICSD_620535
",216,216,0.7091,1.86887,Cd1Te1
3421,"Cd1Te1_ICSD_620519
",216,216,0.7091,1.86887,Cd1Te1
3422,"Cd1Te1_ICSD_93945
",216,216,0.7091,1.86887,Cd1Te1
3423,"Cd1Te1_ICSD_31844
",216,216,0.7092,1.869,Cd1Te1
3424,"Cd1Te1_ICSD_620536
",216,216,0.7092,1.869,Cd1Te1
3425,"Cd1Te1_ICSD_602945
",216,216,0.7091,1.86887,Cd1Te1
3426,"Cd1Te1_ICSD_165086
",216,216,0.7091,1.86887,Cd1Te1
3427,"Cd1Te1_ICSD_620516
",216,216,0.7091,1.86887,Cd1Te1
3428,"Cd1Te1_ICSD_52840
",216,216,0.7091,1.86887,Cd1Te1
3429,"Cd1Te1_ICSD_620515
",216,216,0.7091,1.86887,Cd1Te1
3430,"Cd1Te1_ICSD_620540
",216,216,0.7092,1.869,Cd1Te1
3431,"Cd1Te1_ICSD_659219
",216,216,0.7091,1.86887,Cd1Te1
3432,"Cd1Te1_ICSD_620530
",216,216,0.7092,1.869,Cd1Te1
3433,"Cd1Te1_ICSD_93944
",216,216,0.7091,1.86887,Cd1Te1
3434,"Cd1Te1_ICSD_620520
",216,216,0.7091,1.86887,Cd1Te1
3435,"Cd1Te1_ICSD_181732
",216,216,0.7092,1.869,Cd1Te1
3436,"Cd1Te1_ICSD_620531
",216,216,0.7091,1.86887,Cd1Te1
3437,"Cd1Te1_ICSD_620542
",216,216,0.7091,1.86887,Cd1Te1
3438,"Cd1Te1_ICSD_620523
",225,225,0.0,0.0,Cd1Te1
3439,"Cd1Te1_ICSD_620527
",216,216,0.7091,1.86887,Cd1Te1
3440,"Cd1Te1_ICSD_52839
",225,225,0.0,0.0,Cd1Te1
3441,"Cd1Te1_ICSD_108237
",25,25,0.0,0.0,Cd1Te1
3442,"Ba1Ga4S7_ICSD_33238
",31,31,2.5458,4.34474,Ba2Ga8S14
3443,"Ba1Ga4S7_ICSD_162960
",31,31,2.566,4.37197,Ba2Ga8S14
3444,"Cs2P2S6_ICSD_33277
",71,71,1.9251,3.50803,Cs2P2S6
3445,"As2P2S7_ICSD_30706
",14,14,2.6363,4.46673,As8P8S28
3446,"Bi5I1O7_ICSD_30978
",12,12,2.5254,4.31724,Bi10I2O14
3447,"Ba1Cr1F5_ICSD_31705
",19,19,3.5861,5.74706,Ba4Cr4F20
3448,"Ge1S2_ICSD_31685
",43,43,0.0,0.0,Ge6S12
3449,"Ag1Cl1O4_ICSD_185365
",121,121,3.621,5.79411,Ag1Cl1O4
3450,"Ag1Cl1O4_ICSD_185363
",121,121,3.64,5.81972,Ag1Cl1O4
3451,"Ag1Cl1O4_ICSD_9629
",121,121,3.6344,5.81217,Ag1Cl1O4
3452,"Ag1Cl1O4_ICSD_100280
",121,121,3.6118,5.78171,Ag1Cl1O4
3453,"Ag1Cl1O4_ICSD_33568
",216,216,2.5694,4.37655,Ag1Cl1O4
3454,"Ag3As1S3_ICSD_604738
",161,161,1.4067,2.80923,Ag6As2S6
3455,"Ag3As1S3_ICSD_61806
",161,161,1.409,2.81233,Ag6As2S6
3456,"Ag3As1S3_ICSD_61804
",161,161,1.4258,2.83498,Ag6As2S6
3457,"Ag3As1S3_ICSD_61805
",161,161,1.3969,2.79602,Ag6As2S6
3458,"Ag3As1S3_ICSD_419203
",161,161,1.4076,2.81044,Ag6As2S6
3459,"Ag3As1S3_ICSD_64985
",161,161,1.43,2.84064,Ag6As2S6
3460,"Ag3As1S3_ICSD_38388
",161,161,1.4015,2.80222,Ag6As2S6
3461,"Ag3As1S3_ICSD_27841
",161,161,1.4241,2.83269,Ag6As2S6
3462,"Hg1O1_ICSD_32561
",2,2,1.1828,2.50741,Hg8O8
3463,"Hg1I1N1O3_ICSD_32580
",62,62,1.9435,3.53284,Hg4I4N4O12
3464,"K1Li1O1_ICSD_30964
",64,64,2.3415,4.06934,K4Li4O4
3465,"Ag3B1O3_ICSD_32721
",167,167,0.814,2.01027,Ag12B4O12
3466,"Cs1Mo3S3_ICSD_627033
",176,176,0.0,0.0,Cs2Mo6S6
3467,"Cs1Mo3S3_ICSD_603614
",176,176,0.0,0.0,Cs2Mo6S6
3468,"Au1C1Cl1O1_ICSD_33526
",63,63,3.3942,5.48838,Au2C2Cl2O2
3469,"K4P6_ICSD_33260
",70,70,1.0221,2.29079,K8P12
3470,"Cs8Ga4Se10_ICSD_30810
",2,2,2.1207,3.7717,Cs8Ga4Se10
3471,"N2O4_ICSD_52347
",204,204,2.8821,4.79807,N6O12
3472,"N2O4_ICSD_201141
",204,204,2.8047,4.69374,N6O12
3473,"N2O4_ICSD_29047
",204,204,2.8262,4.72272,N6O12
3474,"N2O4_ICSD_201142
",204,204,2.8247,4.7207,N6O12
3475,"N2O4_ICSD_201140
",204,204,2.8109,4.70209,N6O12
3476,"N2O4_ICSD_31175
",199,199,1.0242,2.29362,N6O12
3477,"Gd2S3_ICSD_33785
",62,62,0.424,1.48455,Gd8S12
3478,"Gd2S3_ICSD_636316
",62,62,0.5882,1.70589,Gd8S12
3479,"Gd2S3_ICSD_636320
",62,62,0.5878,1.70535,Gd8S12
3480,"In2Pb1S4_ICSD_31254
",62,62,1.4856,2.91559,In8Pb4S16
3481,"In2Pb1S4_ICSD_640216
",62,62,1.4314,2.84253,In8Pb4S16
3482,"In2Pb1S4_ICSD_640215
",62,62,1.4803,2.90844,In8Pb4S16
3483,"In2Pb1S4_ICSD_100687
",62,62,1.433,2.84468,In8Pb4S16
3484,"Hg1S1_ICSD_169617
",154,154,1.5849,3.04945,Hg3S3
3485,"Hg1S1_ICSD_169614
",154,154,1.5227,2.9656,Hg3S3
3486,"Hg1S1_ICSD_169618
",154,154,1.5209,2.96317,Hg3S3
3487,"Hg1S1_ICSD_169616
",154,154,1.5817,3.04513,Hg3S3
3488,"Hg1S1_ICSD_81923
",152,152,1.4291,2.83943,Hg3S3
3489,"Hg1S1_ICSD_56475
",152,152,1.6044,3.07573,Hg3S3
3490,"Hg1S1_ICSD_639165
",154,154,1.5521,3.00523,Hg3S3
3491,"Hg1S1_ICSD_639170
",154,154,1.5519,3.00496,Hg3S3
3492,"Hg1S1_ICSD_31129
",152,152,0.0,0.0,Hg3S3
3493,"Hg1S1_ICSD_602877
",154,154,1.5469,2.99822,Hg3S3
3494,"Hg1S1_ICSD_70054
",154,154,1.6187,3.09501,Hg3S3
3495,"Hg1S1_ICSD_169615
",154,154,1.5316,2.9776,Hg3S3
3496,"H2O1_ICSD_31683
",20,4,5.5151,8.34735,H8O4
3497,"Cd1I2_ICSD_42259
",156,156,2.3855,4.12865,Cd7I14
3498,"Cd1I2_ICSD_42212
",156,156,2.3904,4.13526,Cd7I14
3499,"Cd1I2_ICSD_42213
",156,156,2.3991,4.14699,Cd7I14
3500,"Cd1I2_ICSD_37377
",156,156,2.4017,4.15049,Cd7I14
3501,"Cd1I2_ICSD_44797
",156,156,2.381,4.12259,Cd7I14
3502,"Cd1I2_ICSD_9191
",156,156,2.391,4.13607,Cd7I14
3503,"Cd1I2_ICSD_9024
",156,156,2.3805,4.12191,Cd7I14
3504,"Cd1I2_ICSD_42211
",156,156,2.3824,4.12448,Cd7I14
3505,"Cd1I2_ICSD_42214
",156,156,2.4032,4.15251,Cd7I14
3506,"Cd1I2_ICSD_42303
",156,156,2.3964,4.14335,Cd7I14
3507,"Cd1I2_ICSD_30813
",156,156,2.3977,4.1451,Cd7I14
3508,"Cd1I2_ICSD_108925
",156,156,2.3832,4.12555,Cd7I14
3509,"Nb2P1S10_ICSD_33233
",18,18,1.6682,3.16173,Nb8P4S40
3510,"Al1N1_ICSD_163951
",63,194,3.2558,5.30182,Al2N2
3511,"Al1N1_ICSD_41542
",186,186,4.0519,6.37496,Al2N2
3512,"Al1N1_ICSD_44107
",186,186,4.0727,6.403,Al2N2
3513,"Al1N1_ICSD_82790
",186,186,4.0615,6.3879,Al2N2
3514,"Al1N1_ICSD_41482
",186,186,4.0464,6.36755,Al2N2
3515,"Al1N1_ICSD_608626
",186,186,4.0546,6.3786,Al2N2
3516,"Al1N1_ICSD_602459
",186,186,4.0584,6.38372,Al2N2
3517,"Al1N1_ICSD_34236
",186,186,4.0535,6.37712,Al2N2
3518,"Al1N1_ICSD_163953
",186,186,4.0492,6.37132,Al2N2
3519,"Al1N1_ICSD_183638
",186,186,4.0499,6.37227,Al2N2
3520,"Al1N1_ICSD_42001
",186,186,4.0474,6.3689,Al2N2
3521,"Al1N1_ICSD_44106
",186,186,4.0407,6.35986,Al2N2
3522,"Al1N1_ICSD_31169
",186,186,4.0639,6.39114,Al2N2
3523,"Al1N1_ICSD_54697
",186,186,4.0672,6.39559,Al2N2
3524,"Al1N1_ICSD_181362
",186,186,4.0649,6.39249,Al2N2
3525,"Al1N1_ICSD_185441
",186,186,4.0642,6.39154,Al2N2
3526,"Al1N1_ICSD_41480
",186,186,4.0638,6.391,Al2N2
3527,"Al1N1_ICSD_163950
",194,194,3.2727,5.3246,Al2N2
3528,"Al1N1_ICSD_608624
",186,186,4.0551,6.37927,Al2N2
3529,"Al1N1_ICSD_34475
",186,186,4.0455,6.36633,Al2N2
3530,"Al1N1_ICSD_608627
",186,186,4.0588,6.38426,Al2N2
3531,"Al1N1_ICSD_67767
",186,186,4.058,6.38318,Al2N2
3532,"Al1N1_ICSD_602460
",186,186,4.0658,6.3937,Al2N2
3533,"Al1N1_ICSD_161881
",186,186,4.0583,6.38359,Al2N2
3534,"Cd1S1_ICSD_620325
",186,186,1.2631,2.61566,Cd2S2
3535,"Cd1S1_ICSD_43599
",186,186,1.2528,2.60177,Cd2S2
3536,"Cd1S1_ICSD_31074
",186,186,1.2522,2.60097,Cd2S2
3537,"Cd1S1_ICSD_620308
",186,186,1.2567,2.60703,Cd2S2
3538,"Cd1S1_ICSD_659045
",186,186,1.26,2.61148,Cd2S2
3539,"Cd1S1_ICSD_600365
",186,186,1.2624,2.61472,Cd2S2
3540,"Cd1S1_ICSD_620319
",186,186,1.2565,2.60676,Cd2S2
3541,"Cd1S1_ICSD_620327
",186,186,1.2496,2.59746,Cd2S2
3542,"Cd1S1_ICSD_246892
",186,186,1.2628,2.61525,Cd2S2
3543,"Cd1S1_ICSD_604522
",186,186,1.2623,2.61458,Cd2S2
3544,"Cd1S1_ICSD_602958
",186,186,1.2618,2.61391,Cd2S2
3545,"Cd1S1_ICSD_154186
",186,186,1.2626,2.61498,Cd2S2
3546,"Cd1S1_ICSD_620313
",186,186,1.2628,2.61525,Cd2S2
3547,"Cd1S1_ICSD_41490
",186,186,1.2524,2.60124,Cd2S2
3548,"Cd1S1_ICSD_67776
",186,186,1.2604,2.61202,Cd2S2
3549,"Cd1S1_ICSD_620306
",186,186,1.2604,2.61202,Cd2S2
3550,"Cd1S1_ICSD_620303
",186,186,1.2629,2.61539,Cd2S2
3551,"Cd1S1_ICSD_154187
",186,186,1.2593,2.61054,Cd2S2
